,sample_size,rnn_units,alpha,val_loss,train_metric,train_r2,train_mse,test_metric,test_r2,test_mse
0,64.0,32.0,0.017241379310344827,1.1831765732495116e-05,39.568370855564496,0.8340261909779049,1.1894962239681347e-05,46.47757102145454,0.7761815062010201,1.717134884007123e-05
1,16.0,16.0,0.03448275862068965,9.67562482401263e-06,34.972417860922704,0.8696275975315528,9.474197767396356e-06,41.0050597052572,0.8239162884517651,1.3444013626663244e-05
2,16.0,48.0,0.10344827586206896,4.033071490994189e-06,22.727459799898444,0.9447990535258328,3.9547799325458885e-06,29.579106127131855,0.9069388866581864,7.1691464415520875e-06
3,8.0,116.0,0.5,3.7119727380741097e-07,6.1040582875096465,0.9959585822607808,2.9519032291566034e-07,9.368744005210578,0.9900771150587642,7.374171817874795e-07
4,4.0,116.0,1.0,5.7202871772688007e-08,2.9654167275928915,0.9989918763833892,7.667755071462909e-08,4.573721522353324,0.996892183923418,2.2226460345720703e-07
